contact,job,month,day_of_week,education,marital,grupo_edad,yes
telephone,admin.,oct,mon,university.degree,divorced,entre 40 y 49 años,yes
telephone,technician,oct,mon,professional.course,single,Menor de 30 años ,yes
telephone,admin.,oct,mon,university.degree,married,entre 30 y 39 años,yes
telephone,admin.,oct,mon,university.degree,single,Menor de 30 años ,yes
telephone,admin.,oct,tue,university.degree,single,entre 30 y 39 años,yes
telephone,technician,oct,tue,high.school,divorced,entre 40 y 49 años,yes
telephone,blue-collar,oct,tue,basic.6y,married,entre 30 y 39 años,yes
telephone,admin.,oct,tue,university.degree,single,entre 30 y 39 años,yes
telephone,admin.,oct,tue,university.degree,single,Menor de 30 años ,yes
telephone,entrepreneur,oct,tue,university.degree,married,entre 30 y 39 años,yes
telephone,technician,oct,wed,professional.course,married,entre 30 y 39 años,yes
telephone,admin.,oct,wed,university.degree,married,entre 30 y 39 años,yes
telephone,blue-collar,oct,wed,high.school,single,entre 30 y 39 años,yes
telephone,self-employed,oct,thu,university.degree,single,entre 30 y 39 años,yes
telephone,technician,oct,thu,high.school,married,entre 50 y 59 años,yes
telephone,technician,oct,thu,university.degree,single,entre 30 y 39 años,yes
telephone,blue-collar,oct,thu,high.school,divorced,entre 30 y 39 años,yes
telephone,entrepreneur,oct,fri,basic.4y,married,entre 30 y 39 años,yes
telephone,management,oct,fri,university.degree,married,entre 40 y 49 años,yes
telephone,technician,nov,tue,professional.course,married,entre 30 y 39 años,yes
telephone,blue-collar,nov,tue,basic.9y,married,entre 30 y 39 años,yes
telephone,entrepreneur,nov,tue,university.degree,married,entre 50 y 59 años,yes
telephone,management,nov,wed,university.degree,married,Menor de 30 años ,yes
telephone,management,nov,wed,university.degree,married,entre 30 y 39 años,yes
telephone,self-employed,nov,wed,professional.course,married,Menor de 30 años ,yes
telephone,admin.,nov,thu,high.school,single,entre 40 y 49 años,yes
cellular,technician,nov,thu,university.degree,married,Menor de 30 años ,yes
telephone,blue-collar,nov,fri,basic.9y,married,entre 30 y 39 años,yes
telephone,admin.,nov,fri,basic.9y,married,Menor de 30 años ,yes
telephone,retired,nov,mon,basic.9y,divorced,entre 50 y 59 años,yes
telephone,unemployed,nov,tue,professional.course,married,entre 30 y 39 años,yes
telephone,services,nov,tue,high.school,married,entre 30 y 39 años,yes
telephone,admin.,nov,wed,high.school,married,entre 30 y 39 años,yes
telephone,management,nov,wed,university.degree,divorced,entre 50 y 59 años,yes
telephone,admin.,nov,thu,professional.course,married,entre 40 y 49 años,yes
telephone,blue-collar,nov,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,nov,fri,university.degree,divorced,entre 30 y 39 años,yes
telephone,technician,nov,fri,professional.course,single,entre 30 y 39 años,yes
telephone,management,nov,fri,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,nov,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,nov,mon,professional.course,divorced,entre 40 y 49 años,yes
cellular,admin.,nov,mon,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,nov,mon,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,nov,mon,high.school,married,entre 40 y 49 años,yes
cellular,entrepreneur,nov,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,mon,basic.6y,married,entre 40 y 49 años,yes
cellular,technician,nov,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,nov,mon,university.degree,married,entre 40 y 49 años,yes
telephone,blue-collar,nov,mon,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,mon,high.school,married,entre 30 y 39 años,yes
cellular,management,nov,mon,university.degree,married,entre 40 y 49 años,yes
cellular,entrepreneur,nov,mon,basic.6y,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,retired,nov,mon,university.degree,married,entre 50 y 59 años,yes
cellular,entrepreneur,nov,mon,university.degree,married,entre 40 y 49 años,yes
cellular,services,nov,mon,high.school,divorced,entre 50 y 59 años,yes
cellular,entrepreneur,nov,mon,university.degree,married,entre 30 y 39 años,yes
telephone,admin.,nov,tue,professional.course,married,entre 50 y 59 años,yes
cellular,technician,nov,tue,professional.course,married,entre 50 y 59 años,yes
cellular,management,nov,tue,university.degree,married,entre 40 y 49 años,yes
cellular,entrepreneur,nov,tue,university.degree,married,entre 40 y 49 años,yes
cellular,management,nov,tue,university.degree,married,entre 50 y 59 años,yes
cellular,technician,nov,tue,professional.course,single,entre 30 y 39 años,yes
cellular,unemployed,nov,tue,high.school,married,entre 30 y 39 años,yes
cellular,admin.,nov,tue,university.degree,divorced,entre 30 y 39 años,yes
cellular,management,nov,tue,university.degree,married,entre 50 y 59 años,yes
cellular,management,nov,tue,university.degree,married,entre 50 y 59 años,yes
cellular,entrepreneur,nov,tue,professional.course,married,entre 50 y 59 años,yes
cellular,technician,nov,tue,university.degree,married,entre 30 y 39 años,yes
cellular,self-employed,nov,tue,professional.course,married,entre 30 y 39 años,yes
telephone,housemaid,nov,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,blue-collar,nov,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,nov,tue,university.degree,single,entre 30 y 39 años,yes
cellular,entrepreneur,nov,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,nov,tue,professional.course,single,entre 30 y 39 años,yes
cellular,technician,nov,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,nov,wed,high.school,single,entre 30 y 39 años,yes
cellular,management,nov,wed,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,nov,wed,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,nov,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,high.school,divorced,entre 30 y 39 años,yes
cellular,housemaid,nov,wed,high.school,single,Menor de 30 años ,yes
cellular,housemaid,nov,wed,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,nov,wed,basic.9y,married,entre 40 y 49 años,yes
cellular,management,nov,wed,university.degree,married,entre 40 y 49 años,yes
cellular,services,nov,wed,high.school,divorced,entre 40 y 49 años,yes
cellular,entrepreneur,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,nov,wed,high.school,married,entre 30 y 39 años,yes
cellular,self-employed,nov,wed,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,nov,wed,high.school,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,high.school,single,entre 40 y 49 años,yes
cellular,admin.,nov,wed,university.degree,married,entre 30 y 39 años,yes
cellular,management,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,entrepreneur,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,entrepreneur,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,management,nov,wed,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,nov,wed,basic.6y,married,entre 40 y 49 años,yes
cellular,services,nov,wed,professional.course,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,technician,nov,wed,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,married,entre 30 y 39 años,yes
telephone,admin.,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,nov,wed,basic.9y,divorced,entre 50 y 59 años,yes
cellular,services,nov,wed,high.school,single,entre 30 y 39 años,yes
cellular,management,nov,wed,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,nov,wed,high.school,married,entre 40 y 49 años,yes
cellular,management,nov,wed,university.degree,married,entre 50 y 59 años,yes
cellular,entrepreneur,nov,wed,university.degree,single,entre 30 y 39 años,yes
cellular,technician,nov,wed,professional.course,single,entre 30 y 39 años,yes
cellular,entrepreneur,nov,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,technician,nov,wed,professional.course,single,entre 50 y 59 años,yes
cellular,management,nov,wed,high.school,divorced,entre 30 y 39 años,yes
cellular,retired,nov,thu,high.school,married,entre 50 y 59 años,yes
cellular,blue-collar,nov,thu,basic.9y,single,entre 30 y 39 años,yes
cellular,student,nov,thu,high.school,single,Menor de 30 años ,yes
cellular,technician,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,technician,nov,thu,high.school,divorced,entre 50 y 59 años,yes
cellular,blue-collar,nov,thu,basic.4y,married,entre 40 y 49 años,yes
cellular,management,nov,thu,university.degree,married,entre 40 y 49 años,yes
cellular,entrepreneur,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,nov,thu,professional.course,married,entre 50 y 59 años,yes
cellular,technician,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,unemployed,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,management,nov,thu,professional.course,married,entre 40 y 49 años,yes
cellular,management,nov,thu,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,services,nov,thu,basic.9y,married,Menor de 30 años ,yes
cellular,blue-collar,nov,thu,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,nov,thu,university.degree,married,entre 40 y 49 años,yes
cellular,technician,nov,thu,professional.course,married,entre 40 y 49 años,yes
cellular,entrepreneur,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,nov,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,nov,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,nov,thu,professional.course,single,entre 40 y 49 años,yes
cellular,blue-collar,nov,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,retired,nov,thu,high.school,divorced,entre 50 y 59 años,yes
cellular,management,nov,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,blue-collar,nov,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,self-employed,nov,thu,university.degree,married,entre 40 y 49 años,yes
cellular,unemployed,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,nov,thu,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,nov,thu,professional.course,divorced,entre 40 y 49 años,yes
cellular,admin.,nov,thu,high.school,single,entre 30 y 39 años,yes
cellular,admin.,nov,thu,university.degree,single,Menor de 30 años ,yes
cellular,management,nov,thu,university.degree,married,entre 50 y 59 años,yes
cellular,management,nov,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,management,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,self-employed,nov,thu,illiterate,married,entre 30 y 39 años,yes
telephone,blue-collar,nov,thu,basic.9y,divorced,entre 30 y 39 años,yes
cellular,blue-collar,nov,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,housemaid,nov,thu,university.degree,divorced,entre 50 y 59 años,yes
telephone,services,nov,thu,high.school,married,entre 50 y 59 años,yes
cellular,admin.,nov,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,management,nov,thu,high.school,single,entre 30 y 39 años,yes
cellular,admin.,nov,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,management,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,nov,thu,university.degree,single,entre 30 y 39 años,yes
cellular,services,nov,thu,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,nov,thu,high.school,married,entre 30 y 39 años,yes
cellular,self-employed,nov,fri,university.degree,married,Menor de 30 años ,yes
cellular,management,nov,fri,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,nov,fri,university.degree,divorced,entre 50 y 59 años,yes
cellular,self-employed,nov,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,nov,fri,university.degree,married,entre 30 y 39 años,yes
cellular,technician,nov,fri,professional.course,single,Menor de 30 años ,yes
cellular,services,nov,fri,high.school,single,entre 30 y 39 años,yes
cellular,technician,nov,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,nov,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,nov,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,nov,fri,high.school,divorced,entre 30 y 39 años,yes
cellular,management,nov,fri,university.degree,married,entre 40 y 49 años,yes
cellular,technician,nov,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,technician,nov,fri,university.degree,divorced,entre 40 y 49 años,yes
cellular,services,nov,fri,basic.6y,married,entre 30 y 39 años,yes
cellular,management,nov,fri,professional.course,divorced,entre 50 y 59 años,yes
cellular,blue-collar,nov,fri,basic.9y,divorced,entre 40 y 49 años,yes
cellular,technician,nov,fri,professional.course,single,Menor de 30 años ,yes
cellular,technician,nov,fri,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,nov,fri,university.degree,married,entre 50 y 59 años,yes
cellular,technician,nov,fri,high.school,married,entre 30 y 39 años,yes
cellular,admin.,nov,fri,university.degree,married,entre 40 y 49 años,yes
telephone,housemaid,nov,fri,high.school,married,entre 40 y 49 años,yes
cellular,admin.,nov,fri,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,nov,fri,university.degree,divorced,entre 30 y 39 años,yes
cellular,self-employed,nov,fri,professional.course,married,entre 40 y 49 años,yes
cellular,management,nov,fri,university.degree,married,entre 50 y 59 años,yes
cellular,retired,nov,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,nov,fri,basic.9y,married,entre 40 y 49 años,yes
cellular,management,nov,fri,university.degree,married,entre 30 y 39 años,yes
cellular,technician,nov,fri,professional.course,single,Menor de 30 años ,yes
cellular,admin.,nov,fri,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,nov,fri,university.degree,single,Menor de 30 años ,yes
cellular,management,nov,fri,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,nov,fri,university.degree,single,entre 30 y 39 años,yes
telephone,blue-collar,dec,mon,basic.4y,married,entre 40 y 49 años,yes
cellular,student,mar,mon,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,mar,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,mar,mon,university.degree,married,entre 30 y 39 años,yes
cellular,management,mar,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,mar,mon,university.degree,married,Menor de 30 años ,yes
cellular,blue-collar,mar,mon,professional.course,single,entre 40 y 49 años,yes
